,Date/Time,Lat,Lon,Base
0,4/1/2014 0:11:00,40.769,-73.9549,B02512
1,4/1/2014 0:17:00,40.7267,-74.0345,B02512
2,4/1/2014 0:21:00,40.7316,-73.9873,B02512
3,4/1/2014 0:28:00,40.7588,-73.9776,B02512
4,4/1/2014 0:33:00,40.7594,-73.9722,B02512
5,4/1/2014 0:33:00,40.7383,-74.0403,B02512
6,4/1/2014 0:39:00,40.7223,-73.9887,B02512
7,4/1/2014 0:45:00,40.762,-73.979,B02512
8,4/1/2014 0:55:00,40.7524,-73.99600000000001,B02512
9,4/1/2014 1:01:00,40.7575,-73.9846,B02512
10,4/1/2014 1:19:00,40.7256,-73.9869,B02512
11,4/1/2014 1:48:00,40.7591,-73.9684,B02512
12,4/1/2014 1:49:00,40.7271,-73.9803,B02512
13,4/1/2014 2:11:00,40.6463,-73.7896,B02512
14,4/1/2014 2:25:00,40.7564,-73.9167,B02512
15,4/1/2014 2:31:00,40.7666,-73.9531,B02512
16,4/1/2014 2:43:00,40.758,-73.9761,B02512
17,4/1/2014 3:22:00,40.7238,-73.9821,B02512
18,4/1/2014 3:35:00,40.7531,-74.0039,B02512
19,4/1/2014 3:35:00,40.7389,-74.0393,B02512
20,4/1/2014 3:41:00,40.7619,-73.9715,B02512
21,4/1/2014 4:11:00,40.753,-74.0042,B02512
22,4/1/2014 4:15:00,40.6561,-73.9531,B02512
23,4/1/2014 4:19:00,40.725,-73.9844,B02512
24,4/1/2014 4:20:00,40.695,-74.1783,B02512
25,4/1/2014 4:26:00,40.9859,-74.1578,B02512
26,4/1/2014 4:27:00,40.6879,-74.1814,B02512
27,4/1/2014 4:38:00,40.6878,-74.1816,B02512
28,4/1/2014 4:47:00,40.7234,-73.9974,B02512
29,4/1/2014 4:49:00,40.7336,-73.99,B02512
30,4/1/2014 5:08:00,40.7141,-74.0094,B02512
31,4/1/2014 5:12:00,40.7893,-73.9709,B02512
32,4/1/2014 5:18:00,40.7747,-73.991,B02512
33,4/1/2014 5:19:00,40.7689,-73.9876,B02512
34,4/1/2014 5:23:00,40.7744,-74.0149,B02512
35,4/1/2014 5:24:00,40.7393,-73.9974,B02512
36,4/1/2014 5:24:00,40.7776,-73.9752,B02512
37,4/1/2014 5:27:00,40.6483,-73.7829,B02512
38,4/1/2014 5:34:00,40.6907,-74.1782,B02512
39,4/1/2014 5:36:00,40.7217,-73.9875,B02512
40,4/1/2014 5:36:00,40.7651,-73.9632,B02512
41,4/1/2014 5:40:00,40.7437,-73.9985,B02512
42,4/1/2014 5:43:00,40.7605,-73.97800000000001,B02512
43,4/1/2014 5:44:00,40.743,-74.0301,B02512
44,4/1/2014 5:44:00,40.743,-74.0301,B02512
45,4/1/2014 5:49:00,40.7423,-74.0371,B02512
46,4/1/2014 5:49:00,40.7236,-74.0037,B02512
47,4/1/2014 5:52:00,40.7723,-73.9527,B02512
48,4/1/2014 5:52:00,40.7574,-73.9862,B02512
49,4/1/2014 5:53:00,40.7838,-73.9504,B02512
50,4/1/2014 5:54:00,40.7711,-73.9871,B02512
51,4/1/2014 5:56:00,40.7571,-73.9726,B02512
52,4/1/2014 5:56:00,40.7442,-73.9854,B02512
53,4/1/2014 5:58:00,40.7166,-74.0144,B02512
54,4/1/2014 6:00:00,40.7507,-73.9703,B02512
55,4/1/2014 6:01:00,40.7337,-73.9979,B02512
56,4/1/2014 6:02:00,40.7236,-74.0111,B02512
57,4/1/2014 6:03:00,40.7151,-74.0464,B02512
58,4/1/2014 6:06:00,40.7701,-73.9588,B02512
59,4/1/2014 6:08:00,40.86,-73.9142,B02512
60,4/1/2014 6:08:00,40.7555,-73.9729,B02512
61,4/1/2014 6:14:00,40.7249,-74.0355,B02512
62,4/1/2014 6:14:00,40.6193,-74.157,B02512
63,4/1/2014 6:15:00,40.7753,-73.97800000000001,B02512
64,4/1/2014 6:15:00,40.7204,-73.9545,B02512
65,4/1/2014 6:16:00,40.7772,-73.9595,B02512
66,4/1/2014 6:17:00,40.7651,-74.082,B02512
67,4/1/2014 6:17:00,40.74,-73.9879,B02512
68,4/1/2014 6:19:00,40.7741,-73.9568,B02512
69,4/1/2014 6:20:00,40.7599,-73.9944,B02512
70,4/1/2014 6:21:00,40.7531,-74.0039,B02512
71,4/1/2014 6:22:00,40.7791,-73.9623,B02512
72,4/1/2014 6:25:00,40.7382,-74.0033,B02512
73,4/1/2014 6:31:00,40.7391,-73.9989,B02512
74,4/1/2014 6:31:00,40.7806,-73.982,B02512
75,4/1/2014 6:32:00,40.7322,-73.9863,B02512
76,4/1/2014 6:33:00,40.7703,-73.96600000000001,B02512
77,4/1/2014 6:34:00,40.7221,-74.0018,B02512
78,4/1/2014 6:35:00,40.7588,-73.9895,B02512
79,4/1/2014 6:36:00,40.7677,-73.9656,B02512
80,4/1/2014 6:37:00,40.7404,-74.0076,B02512
81,4/1/2014 6:38:00,40.7679,-73.9599,B02512
82,4/1/2014 6:39:00,40.7694,-73.9852,B02512
83,4/1/2014 6:40:00,40.7858,-73.9546,B02512
84,4/1/2014 6:40:00,40.7742,-73.9491,B02512
85,4/1/2014 6:42:00,40.7703,-73.95,B02512
86,4/1/2014 6:42:00,40.7614,-73.9997,B02512
87,4/1/2014 6:43:00,40.793,-73.9749,B02512
88,4/1/2014 6:44:00,40.7231,-73.9442,B02512
89,4/1/2014 6:45:00,40.7874,-73.9545,B02512
90,4/1/2014 6:47:00,40.7689,-73.9812,B02512
91,4/1/2014 6:47:00,40.7789,-73.9557,B02512
92,4/1/2014 6:48:00,40.7271,-74.0054,B02512
93,4/1/2014 6:52:00,40.7877,-73.973,B02512
94,4/1/2014 6:52:00,40.7255,-74.0092,B02512
95,4/1/2014 6:54:00,40.7653,-73.9723,B02512
96,4/1/2014 6:56:00,40.7644,-73.9769,B02512
97,4/1/2014 6:57:00,40.7726,-73.9532,B02512
98,4/1/2014 6:59:00,40.7898,-73.9661,B02512
0,5/1/2014 0:02:00,40.7521,-73.9914,B02512
1,5/1/2014 0:06:00,40.6965,-73.9715,B02512
2,5/1/2014 0:15:00,40.7464,-73.9838,B02512
3,5/1/2014 0:17:00,40.7463,-74.0011,B02512
4,5/1/2014 0:17:00,40.7594,-73.9734,B02512
5,5/1/2014 0:20:00,40.7685,-73.8625,B02512
6,5/1/2014 0:21:00,40.7637,-73.9962,B02512
7,5/1/2014 0:21:00,40.7252,-74.0023,B02512
8,5/1/2014 0:25:00,40.7607,-73.9625,B02512
9,5/1/2014 0:25:00,40.7212,-73.9879,B02512
10,5/1/2014 0:29:00,40.7255,-73.9986,B02512
11,5/1/2014 0:32:00,40.6467,-73.7901,B02512
12,5/1/2014 0:40:00,40.7613,-73.9788,B02512
13,5/1/2014 0:56:00,40.7807,-73.9497,B02512
14,5/1/2014 1:00:00,40.7585,-73.9708,B02512
15,5/1/2014 1:02:00,40.7163,-73.9895,B02512
16,5/1/2014 1:06:00,40.7265,-73.9958,B02512
17,5/1/2014 1:13:00,40.7559,-73.9867,B02512
18,5/1/2014 1:13:00,40.7671,-73.9956,B02512
19,5/1/2014 1:20:00,40.7707,-73.9944,B02512
20,5/1/2014 1:22:00,40.7607,-73.9784,B02512
21,5/1/2014 1:25:00,40.7382,-74.0096,B02512
22,5/1/2014 1:26:00,40.759,-73.9725,B02512
23,5/1/2014 1:27:00,40.7456,-73.9915,B02512
24,5/1/2014 1:28:00,40.7285,-74.0044,B02512
25,5/1/2014 1:32:00,40.7218,-73.9921,B02512
26,5/1/2014 1:45:00,40.744,-73.9877,B02512
27,5/1/2014 1:48:00,40.71,-74.0091,B02512
28,5/1/2014 2:00:00,40.7412,-74.0078,B02512
29,5/1/2014 2:13:00,40.7508,-74.0056,B02512
30,5/1/2014 2:18:00,40.7621,-73.976,B02512
31,5/1/2014 2:40:00,40.7575,-73.9688,B02512
32,5/1/2014 2:48:00,40.7549,-73.9864,B02512
33,5/1/2014 2:59:00,40.7596,-73.9726,B02512
34,5/1/2014 3:01:00,40.7284,-73.9997,B02512
35,5/1/2014 3:13:00,40.7246,-73.9936,B02512
36,5/1/2014 3:19:00,40.7156,-73.9898,B02512
37,5/1/2014 3:21:00,40.7467,-73.9846,B02512
38,5/1/2014 3:28:00,40.7144,-74.038,B02512
39,5/1/2014 3:28:00,40.7144,-74.038,B02512
40,5/1/2014 3:31:00,40.8276,-73.9454,B02512
41,5/1/2014 3:44:00,40.7562,-73.9931,B02512
42,5/1/2014 3:50:00,40.7299,-73.9868,B02512
43,5/1/2014 3:57:00,40.7762,-73.9499,B02512
44,5/1/2014 3:58:00,40.7538,-73.9774,B02512
45,5/1/2014 3:58:00,40.6819,-73.685,B02512
46,5/1/2014 4:04:00,40.758,-73.9892,B02512
47,5/1/2014 4:13:00,40.7469,-74.0078,B02512
48,5/1/2014 4:15:00,40.7663,-73.9916,B02512
49,5/1/2014 4:17:00,40.7196,-74.0085,B02512
50,5/1/2014 4:17:00,40.7196,-74.0085,B02512
51,5/1/2014 4:21:00,40.7852,-73.9712,B02512
52,5/1/2014 4:24:00,40.7553,-73.9723,B02512
53,5/1/2014 4:25:00,40.7753,-73.9904,B02512
54,5/1/2014 4:28:00,40.754,-73.9773,B02512
55,5/1/2014 4:28:00,40.754,-73.9773,B02512
56,5/1/2014 4:35:00,40.7572,-73.9625,B02512
57,5/1/2014 4:41:00,40.7695,-73.9621,B02512
58,5/1/2014 4:43:00,40.7827,-73.9728,B02512
59,5/1/2014 4:44:00,40.7656,-73.9629,B02512
60,5/1/2014 4:51:00,40.7232,-73.5771,B02512
61,5/1/2014 4:51:00,40.6954,-74.178,B02512
62,5/1/2014 4:58:00,40.7605,-73.9873,B02512
63,5/1/2014 5:00:00,40.7101,-74.001,B02512
64,5/1/2014 5:01:00,40.762,-73.982,B02512
65,5/1/2014 5:05:00,40.7137,-73.9631,B02512
66,5/1/2014 5:06:00,40.7762,-73.9603,B02512
67,5/1/2014 5:07:00,40.7521,-73.9813,B02512
68,5/1/2014 5:08:00,40.7797,-73.9783,B02512
69,5/1/2014 5:17:00,40.774,-73.9824,B02512
70,5/1/2014 5:17:00,40.7388,-74.0027,B02512
71,5/1/2014 5:18:00,40.7781,-73.9749,B02512
72,5/1/2014 5:21:00,40.7612,-73.9995,B02512
73,5/1/2014 5:23:00,40.7592,-74.0234,B02512
74,5/1/2014 5:24:00,40.8895,-73.7939,B02512
75,5/1/2014 5:27:00,40.7449,-73.9772,B02512
76,5/1/2014 5:27:00,40.7449,-73.9772,B02512
77,5/1/2014 5:29:00,40.6951,-74.1784,B02512
78,5/1/2014 5:30:00,40.7705,-73.9857,B02512
79,5/1/2014 5:34:00,40.7327,-74.0088,B02512
80,5/1/2014 5:35:00,40.7985,-73.9729,B02512
81,5/1/2014 5:36:00,40.7486,-73.9737,B02512
82,5/1/2014 5:38:00,40.7372,-74.0372,B02512
83,5/1/2014 5:38:00,40.7372,-74.0372,B02512
84,5/1/2014 5:38:00,40.7912,-73.9651,B02512
85,5/1/2014 5:39:00,40.7323,-73.9941,B02512
86,5/1/2014 5:40:00,40.7828,-73.9797,B02512
87,5/1/2014 5:40:00,40.7828,-73.9797,B02512
88,5/1/2014 5:41:00,40.7179,-73.9895,B02512
89,5/1/2014 5:46:00,40.729,-74.0066,B02512
90,5/1/2014 5:49:00,40.8109,-74.1575,B02512
91,5/1/2014 5:49:00,40.7149,-74.0065,B02512
92,5/1/2014 5:56:00,40.7186,-74.0079,B02512
93,5/1/2014 6:03:00,40.7745,-73.9838,B02512
94,5/1/2014 6:03:00,40.7753,-73.9901,B02512
95,5/1/2014 6:07:00,40.7204,-74.0085,B02512
96,5/1/2014 6:07:00,40.7175,-74.0022,B02512
97,5/1/2014 6:07:00,40.7321,-73.9885,B02512
98,5/1/2014 6:08:00,40.7273,-73.9922,B02512
0,6/1/2014 0:00:00,40.7293,-73.992,B02512
1,6/1/2014 0:01:00,40.7131,-74.0097,B02512
2,6/1/2014 0:04:00,40.3461,-74.661,B02512
3,6/1/2014 0:04:00,40.7555,-73.9833,B02512
4,6/1/2014 0:07:00,40.688,-74.1831,B02512
5,6/1/2014 0:08:00,40.7152,-73.9917,B02512
6,6/1/2014 0:08:00,40.7282,-73.991,B02512
7,6/1/2014 0:08:00,40.3042,-73.9794,B02512
8,6/1/2014 0:09:00,40.727,-73.9915,B02512
9,6/1/2014 0:10:00,40.7221,-73.9965,B02512
10,6/1/2014 0:11:00,40.7153,-74.0146,B02512
11,6/1/2014 0:15:00,40.6176,-74.0197,B02512
12,6/1/2014 0:16:00,40.7025,-73.9897,B02512
13,6/1/2014 0:17:00,40.735,-74.165,B02512
14,6/1/2014 0:17:00,40.7357,-74.0068,B02512
15,6/1/2014 0:18:00,40.6904,-73.9572,B02512
16,6/1/2014 0:19:00,40.7384,-73.9857,B02512
17,6/1/2014 0:20:00,40.7406,-74.0066,B02512
18,6/1/2014 0:21:00,40.7535,-73.9813,B02512
19,6/1/2014 0:21:00,40.722,-73.9804,B02512
20,6/1/2014 0:23:00,40.8095,-74.1037,B02512
21,6/1/2014 0:23:00,40.7482,-73.9745,B02512
22,6/1/2014 0:30:00,40.7043,-73.933,B02512
23,6/1/2014 0:32:00,40.7298,-73.9898,B02512
24,6/1/2014 0:32:00,40.7397,-74.0053,B02512
25,6/1/2014 0:34:00,40.7607,-74.0025,B02512
26,6/1/2014 0:37:00,40.7578,-73.9703,B02512
27,6/1/2014 0:39:00,40.7349,-73.985,B02512
28,6/1/2014 0:39:00,40.7133,-73.9775,B02512
29,6/1/2014 0:40:00,40.7273,-73.9936,B02512
30,6/1/2014 0:40:00,40.760999999999996,-73.6035,B02512
31,6/1/2014 0:44:00,40.7401,-73.9901,B02512
32,6/1/2014 0:46:00,40.7261,-73.9835,B02512
33,6/1/2014 0:48:00,40.7406,-74.0086,B02512
34,6/1/2014 0:49:00,40.6975,-73.9373,B02512
35,6/1/2014 0:53:00,40.7428,-73.9806,B02512
36,6/1/2014 0:55:00,40.7667,-74.2016,B02512
37,6/1/2014 0:59:00,40.7053,-73.9394,B02512
38,6/1/2014 0:59:00,40.7181,-73.6795,B02512
39,6/1/2014 1:00:00,40.7431,-73.9848,B02512
40,6/1/2014 1:00:00,40.7395,-74.0021,B02512
41,6/1/2014 1:01:00,40.7816,-73.7183,B02512
42,6/1/2014 1:01:00,40.8192,-73.9019,B02512
43,6/1/2014 1:02:00,40.7335,-74.0037,B02512
44,6/1/2014 1:04:00,40.7404,-74.0083,B02512
45,6/1/2014 1:09:00,40.796,-74.4726,B02512
46,6/1/2014 1:14:00,40.7397,-74.0081,B02512
47,6/1/2014 1:15:00,40.7233,-73.9855,B02512
48,6/1/2014 1:18:00,40.7535,-73.9851,B02512
49,6/1/2014 1:25:00,40.7978,-74.4777,B02512
50,6/1/2014 1:32:00,40.299,-73.9811,B02512
51,6/1/2014 1:37:00,40.7343,-74.166,B02512
52,6/1/2014 1:38:00,40.7392,-73.9953,B02512
53,6/1/2014 1:40:00,41.0169,-73.7182,B02512
54,6/1/2014 1:41:00,40.7196,-73.9995,B02512
55,6/1/2014 1:52:00,40.7398,-74.0054,B02512
56,6/1/2014 1:56:00,40.7295,-74.0084,B02512
57,6/1/2014 2:03:00,40.7408,-74.0079,B02512
58,6/1/2014 2:04:00,40.7381,-74.0089,B02512
59,6/1/2014 2:05:00,40.742,-74.0077,B02512
60,6/1/2014 2:15:00,40.6736,-73.992,B02512
61,6/1/2014 2:19:00,40.7195,-73.9887,B02512
62,6/1/2014 2:21:00,40.7144,-73.9651,B02512
63,6/1/2014 2:26:00,40.7621,-73.9747,B02512
64,6/1/2014 2:27:00,40.74,-74.0055,B02512
65,6/1/2014 2:32:00,40.762,-73.9936,B02512
66,6/1/2014 2:40:00,40.7175,-74.0055,B02512
67,6/1/2014 2:41:00,40.7521,-73.9954,B02512
68,6/1/2014 2:47:00,40.7222,-73.9588,B02512
69,6/1/2014 2:50:00,40.719,-73.9888,B02512
70,6/1/2014 2:51:00,40.6564,-73.6453,B02512
71,6/1/2014 2:53:00,40.7261,-73.9918,B02512
72,6/1/2014 2:54:00,40.7191,-73.9892,B02512
73,6/1/2014 2:58:00,40.7286,-73.9954,B02512
74,6/1/2014 3:10:00,40.7615,-73.975,B02512
75,6/1/2014 3:11:00,40.7278,-73.9991,B02512
76,6/1/2014 3:14:00,40.7503,-73.9839,B02512
77,6/1/2014 3:19:00,40.7389,-74.0081,B02512
78,6/1/2014 3:23:00,40.775,-73.9907,B02512
79,6/1/2014 3:32:00,40.7054,-74.0072,B02512
80,6/1/2014 3:35:00,40.7303,-74.0025,B02512
81,6/1/2014 3:36:00,40.7347,-73.9924,B02512
82,6/1/2014 4:03:00,40.7224,-73.9878,B02512
83,6/1/2014 4:51:00,40.6982,-73.462,B02512
84,6/1/2014 4:54:00,40.6449,-73.7818,B02512
85,6/1/2014 4:56:00,40.645,-73.782,B02512
86,6/1/2014 5:07:00,40.7699,-73.9843,B02512
87,6/1/2014 5:10:00,40.7372,-73.9967,B02512
88,6/1/2014 5:14:00,40.6448,-73.7826,B02512
89,6/1/2014 5:48:00,40.7228,-74.0019,B02512
90,6/1/2014 6:19:00,40.736,-73.9792,B02512
91,6/1/2014 6:21:00,40.7536,-73.9915,B02512
92,6/1/2014 6:24:00,40.7615,-73.9881,B02512
93,6/1/2014 6:25:00,40.8525,-73.8281,B02512
94,6/1/2014 6:27:00,40.7554,-73.9738,B02512
95,6/1/2014 6:35:00,40.7543,-73.9817,B02512
96,6/1/2014 6:37:00,40.7751,-73.9633,B02512
97,6/1/2014 6:46:00,40.6952,-74.1784,B02512
98,6/1/2014 6:51:00,40.7621,-73.9817,B02512
